AGE,credit_limit,utilization,late_payments,default,predicted_prob
30,140000,0.1627,0,0,0.21735714373068898
54,50000,1.0,0,0,0.3597805108772456
26,200000,0.113145,1,0,0.3346540905172861
33,200000,0.90771,0,0,0.28888731293904263
36,360000,0.41813055555555556,1,0,0.6561184007502304
33,50000,0.27076,0,0,0.4072035433737335
37,500000,0.012728,0,0,0.3316817679209006
30,90000,0.8375777777777778,2,1,0.5820095509102367
36,500000,0.0049,0,0,0.19880754656103997
33,80000,0.98035,0,0,0.2811422952472981
53,230000,0.009347826086956522,0,0,0.15415991326202613
30,120000,0.0034666666666666665,0,1,0.5227997726065293
56,190000,0.3537421052631579,0,0,0.14696552008771085
50,500000,0.531606,0,0,0.14964360016015724
42,80000,0.0,1,0,0.6529155534237563
35,450000,0.0,1,0,0.48154973105019167
30,280000,0.0,1,0,0.6446023472065602
47,360000,0.00405,0,1,0.2878608727520169
21,30000,0.9623666666666667,0,0,0.39225403453176966
25,50000,0.71352,2,1,0.4889318840840545
49,60000,0.0,1,1,0.6729250640228936
28,30000,0.28726666666666667,0,0,0.4094378836037509
49,20000,0.8174,0,1,0.4465360833194934
57,20000,1.0,2,0,0.5931983813670569
43,200000,0.21636,1,1,0.841563312393488
25,100000,0.0,0,0,0.44285614862630907
39,300000,0.0037233333333333333,0,0,0.38147950398886266
39,210000,0.0,1,0,0.6460384439257356
71,70000,0.9238571428571428,1,0,0.40560117421012415
29,210000,0.008414285714285714,2,0,0.28715094438991573
31,440000,0.623325,4,1,0.43999982321594244
33,410000,0.010026829268292682,0,0,0.20362785333269412
36,110000,0.9499818181818181,0,0,0.29770374467752375
36,200000,0.604345,0,0,0.29970839257121107
42,180000,0.011494444444444444,0,1,0.4779561893745165
46,150000,0.14524666666666666,0,0,0.1922961881279649
33,330000,-0.0006060606060606061,3,0,0.3448503538469882
41,500000,0.017876,1,0,0.21666990711832812
35,350000,0.2382257142857143,0,0,0.1270925858230465
36,200000,0.002365,0,1,0.4092292341125484
45,280000,0.008107142857142858,0,1,0.3380295386049179
39,80000,0.066,0,0,0.27012980690664146
29,280000,0.015557142857142858,0,0,0.24618469802346207
23,130000,0.8921384615384615,4,0,0.8024817281659402
49,160000,0.47778125,0,0,0.18177701800089385
23,20000,0.12,6,1,0.9546594116779633
32,300000,0.08858333333333333,0,0,0.17039760545850832
32,100000,0.93724,0,0,0.24373412702342598
38,130000,0.006,0,0,0.2664495611080813
55,500000,0.009914,6,1,0.9575061748588257
27,200000,0.91997,6,1,0.8471146703025818
30,360000,0.19639166666666666,0,0,0.09819094386264554
26,20000,0.0,1,1,0.6916353797910206
29,400000,0.05273,2,0,0.3706575788474039
52,200000,1.0,3,0,0.5576092308299425
60,30000,0.6427333333333334,0,0,0.2817629132206496
58,30000,0.08166666666666667,0,1,0.41785698650346087
55,50000,0.88612,2,0,0.616409787313065
51,230000,0.004286956521739131,0,1,0.3875028764480921
36,210000,0.0,1,1,0.5468406424028621
49,50000,0.003,6,1,0.8068745703383964
33,170000,0.8455117647058824,0,0,0.21569775916256323
44,230000,0.003543478260869565,0,0,0.3947837596258904
48,230000,0.7003608695652174,0,0,0.16300122416905743
36,350000,1.0,0,0,0.3896154619381338
36,170000,0.0014588235294117648,1,0,0.47020156022204973
36,150000,0.9181533333333334,6,0,0.8718265673596208
27,90000,0.019633333333333332,0,0,0.17581194025777502
33,320000,-0.001084375,0,0,0.3454974219593911
45,120000,0.7666666666666667,0,0,0.28498483586561246
56,20000,0.6432,1,0,0.7769406428365655
41,280000,0.001,1,0,0.35698278279883716
28,90000,0.9061444444444444,0,0,0.3376878986685821
30,450000,0.05609777777777778,0,0,0.3229469492583035
27,270000,0.5347259259259259,0,0,0.18412518355730653
41,80000,0.92785,0,0,0.325781969836731
41,230000,0.7260347826086957,0,0,0.16844836074397343
30,50000,0.00832,3,1,0.5602561229730226
48,250000,0.821292,0,1,0.3172710246227686
42,220000,0.11972727272727272,0,0,0.0994878484931404
38,30000,0.882,0,0,0.3656852228131607
68,120000,1.0,2,1,0.7454472369712515
26,100000,0.2232,0,0,0.2564134210393353
25,150000,0.9817333333333333,6,1,0.8842735903519973
28,670000,0.13225671641791045,0,0,0.12809863512534347
36,200000,0.040325,0,0,0.13602222032171465
47,70000,1.0,0,0,0.2931089572526585
41,50000,0.3182,5,0,0.7581665534262261
64,80000,0.9254625,2,1,0.854979865847672
23,10000,0.105,6,1,0.9471335745503106
37,140000,0.8883928571428571,4,1,0.5093357253927562
21,30000,0.5814666666666667,0,0,0.30787100515097504
36,200000,0.497415,0,1,0.18316315895140364
24,90000,0.2992,4,1,0.7281985946167074
52,130000,0.8648769230769231,4,0,0.6605080968247947
26,160000,0.050225,0,0,0.1811039084738416
58,150000,0.28145333333333333,0,0,0.20658058621639516
34,150000,0.007986666666666666,0,0,0.13313447128389175
24,20000,0.1651,1,0,0.48108794017796974
26,80000,0.008325,0,1,0.5126676602252142
31,460000,0.26180434782608697,0,0,0.19712646010651702
40,60000,0.012483333333333334,1,1,0.4980676678563753
38,50000,0.9939,0,1,0.37967290863044395
35,200000,0.94048,0,1,0.2914083751646875
30,60000,0.9922166666666666,0,0,0.3718712705683796
31,200000,0.29004,0,0,0.11059117004877173
33,230000,0.9482347826086956,0,0,0.2740501770255591
38,50000,0.51618,0,0,0.2250483915318963
51,60000,0.94655,0,0,0.3556034699859401
47,180000,0.008183333333333334,0,1,0.48399883891444956
47,50000,1.0,0,0,0.3494494736141794
62,150000,0.0,1,0,0.7658407621502389
36,140000,0.0023285714285714285,0,1,0.5310887950662819
35,120000,0.9510583333333333,6,1,0.7593864734408469
39,200000,0.96581,0,0,0.28570540502988373
31,500000,0.0,1,0,0.22186530328549434
36,120000,0.9826833333333334,4,1,0.9081968791705382
28,500000,0.03431,1,0,0.32388241523824396
23,50000,0.94666,0,0,0.3966834926984603
51,30000,0.5753666666666667,0,0,0.2245630219339447
35,240000,0.0083625,0,0,0.12712592718388677
37,170000,0.0,1,0,0.6429006619400428
26,80000,0.9298,2,0,0.39757752950338654
29,360000,0.006313888888888889,0,0,0.28871908571959504
24,50000,0.41264,4,1,0.9078787257975897
27,70000,1.0,1,1,0.8568959051580575
29,250000,0.513652,4,1,0.8844230521944404
39,150000,0.5384133333333333,6,1,0.8021156063940994
41,100000,0.0039,0,0,0.38441275122031554
32,360000,0.0,0,0,0.5909337778849334
47,30000,0.23036666666666666,0,0,0.2206669493658656
29,490000,0.00023469387755102041,0,1,0.5225134358613581
60,180000,0.9936333333333334,3,1,0.8765316022662394
36,420000,0.0,0,0,0.2851275399233166
33,20000,0.81695,1,1,0.7974518314900856
47,480000,0.14384583333333334,0,0,0.13977427174301904
27,350000,0.06249142857142857,1,0,0.15526272985863532
57,360000,0.0,1,1,0.7628567267830921
27,240000,0.013720833333333333,0,0,0.21307688230822427
30,280000,0.10710357142857142,0,1,0.3774589567910646
39,150000,0.21927333333333332,0,0,0.15146709092511768
30,320000,0.0927125,0,0,0.20947876989802708
22,20000,0.03155,1,1,0.7105087992495104
36,50000,0.9052,1,1,0.4904408830720353
33,280000,0.9838821428571428,0,0,0.3160748505069558
53,450000,0.005648888888888889,0,0,0.26085415920183913
53,260000,0.9041269230769231,0,0,0.2504013029902772
56,500000,0.174322,0,0,0.1406476049144015
35,470000,0.8378297872340426,0,0,0.2932626744601609
23,150000,0.10634666666666667,0,0,0.2566200304622044
46,100000,0.91983,4,0,0.4538596579387686
38,100000,0.24796,6,0,0.7696303942576419
39,220000,0.01615,0,0,0.149204200910763
37,300000,0.11361666666666667,2,0,0.42398366020167744
31,230000,0.0,0,0,0.3556543444453178
39,300000,-0.013093333333333334,1,1,0.522868904354263
48,50000,1.0,0,0,0.35914089126373017
47,170000,0.008947058823529412,0,0,0.3635874527310409
41,460000,0.011702173913043479,0,1,0.3916670121440369
34,30000,0.8007333333333333,6,1,0.8317887895072544
24,30000,0.0055,2,1,0.4589017584837838
42,20000,1.0,0,1,0.4500995708664897
44,220000,0.0017272727272727272,0,0,0.248732389692517
62,70000,0.9989428571428571,0,0,0.28699869985228005
40,330000,0.39726060606060604,2,0,0.7129160114937468
40,370000,0.0,1,1,0.6627040425494619
28,230000,0.10371739130434783,0,0,0.12316084380465434
49,50000,0.80562,0,0,0.3868722595771627
31,360000,0.7822222222222223,0,1,0.39330689647886247
37,390000,0.8319282051282051,0,0,0.30804937876803007
42,360000,1.0,0,0,0.32073877934968487
27,30000,0.3337,2,1,0.7032145064500055
33,500000,0.005814,1,0,0.32178071004378045
32,120000,0.5656333333333333,0,0,0.16758735350472626
29,360000,0.0,0,1,0.5875947598670335
27,20000,0.99805,0,0,0.34238720149859253
48,50000,0.11988,0,0,0.32939221346047537
27,230000,0.0,1,0,0.32080473526038794
48,160000,0.0,1,0,0.6524533272727635
32,110000,1.0,4,1,0.9018482483224485
25,50000,0.64466,5,0,0.8704855219509454
28,30000,0.7441,3,1,0.8838931315720128
35,50000,1.0,0,1,0.38764217911831644
37,240000,-1.25e-05,0,0,0.2689562261190508
29,90000,0.9298111111111111,0,0,0.27889679632383474
29,150000,0.003986666666666667,0,1,0.34086551701917883
35,100000,0.61089,4,1,0.8691495878386862
24,70000,0.3772857142857143,3,1,0.8867705193543018
27,430000,0.0006116279069767441,0,1,0.4558454726048802
31,150000,0.42918666666666666,0,0,0.1159852271692715
48,50000,1.0,0,0,0.2774191531698918
33,200000,-9e-05,0,1,0.5492494227748153
28,150000,0.13297333333333333,0,0,0.22380730483986627
25,50000,0.11664,0,0,0.24793567265086675
31,300000,0.05590666666666667,0,0,0.17551500977584097
44,50000,0.91156,0,0,0.3219366854047655
30,30000,0.0,1,1,0.6747094624451196
53,380000,0.0,1,0,0.3165485186024811
45,70000,0.9970571428571429,3,0,0.6799285502095208
28,360000,0.05386111111111111,0,0,0.138752633991037
41,50000,0.83986,0,0,0.36772310832882193
30,20000,0.5865,3,0,0.6298133637902509
27,80000,1.0,0,0,0.2780660297844704
49,30000,0.4285,2,0,0.6185404629892884
55,50000,1.0,0,0,0.2764962305589466
37,30000,0.8803666666666666,0,0,0.3515697584587965
38,260000,0.04018461538461539,0,1,0.238267006226634
39,210000,0.21,0,0,0.19535056588420915
29,200000,0.037615,0,0,0.3448257651563504
56,50000,0.10866,0,1,0.5270398128746969
28,490000,0.22072857142857144,0,0,0.1277454901398623
45,170000,0.02046470588235294,0,0,0.30473190637357606
29,500000,0.031464,0,0,0.1611338824352382
46,220000,0.7165727272727273,1,0,0.8141933679412525
30,150000,0.9422,0,0,0.19424991031618902
34,50000,0.89308,6,0,0.8919602974837757
52,50000,0.92872,0,0,0.3770213775386204
26,100000,0.91857,0,0,0.23286416253227735
25,310000,0.09225161290322581,0,0,0.15636023526776527
35,510000,0.12231764705882353,0,0,0.10763533094416573
41,200000,0.056005,5,0,0.6102340067340173
43,50000,0.15956,1,0,0.5785435796359194
38,300000,0.03453666666666667,3,0,0.5970500913958346
40,450000,0.0,1,0,0.6536783385468214
27,30000,0.13006666666666666,0,0,0.38678974935316107
27,60000,0.013933333333333334,1,0,0.48531049506315665
23,140000,0.18300714285714287,1,1,0.8521448847202714
32,50000,0.72422,0,0,0.3041179774557391
28,90000,0.9610333333333333,1,0,0.45501304242073354
34,190000,0.729621052631579,2,0,0.3601632586017713
29,150000,0.9822066666666667,0,0,0.2077062788650229
28,390000,0.04892564102564102,0,0,0.20610317092217875
47,30000,0.9641,0,0,0.3875485224037389
60,240000,0.7684458333333334,1,1,0.6421535803155234
29,260000,0.0018076923076923077,0,1,0.4322386831487926
25,30000,0.3399333333333333,0,0,0.36368192186934567
28,500000,0.116152,0,0,0.1180884387985532
29,60000,0.6897833333333333,3,0,0.8667058814967598
30,200000,0.724665,0,0,0.20954248370649556
31,80000,0.8833,0,0,0.3230966304484228
30,100000,-4e-05,1,0,0.591317330504803
42,380000,0.011518421052631579,0,0,0.3513468779100423
30,210000,0.1566809523809524,0,1,0.1800581670210496
27,10000,0.8257,0,1,0.48307827138482246
44,500000,0.183436,0,0,0.12375787602819198
37,240000,0.4933416666666667,1,1,0.8509800298517533
29,270000,0.8425148148148148,0,0,0.2702042733388407
25,50000,0.42012,0,0,0.2436802145165793
36,120000,0.701425,2,0,0.5322980022775928
28,280000,1.0,0,0,0.25783981275758006
28,260000,0.4862230769230769,0,0,0.12853314399921373
38,360000,0.022152777777777778,0,0,0.2066631886403531
30,210000,0.0,1,0,0.3872345816971901
29,390000,0.025430769230769232,0,0,0.12181954451400001
36,40000,0.871775,3,0,0.6670303695231222
27,10000,0.6691,0,0,0.46894169965683147
43,120000,0.0,0,1,0.384931691193676
43,200000,0.007175,0,0,0.3379016368843644
37,80000,0.0185,0,0,0.4183143799642355
27,60000,0.20321666666666666,1,0,0.5012466826154562
39,130000,0.3848692307692308,4,1,0.8966682322603232
29,100000,0.17848,0,0,0.2572115778783348
45,20000,0.16065,2,0,0.5522780154963056
34,460000,0.09860434782608696,0,0,0.11854605026388924
32,80000,1.0,2,0,0.6320049958166769
26,80000,0.9310875,0,0,0.2472998687817779
28,240000,0.8743666666666666,0,0,0.254638027052836
38,200000,0.48792,0,0,0.16015196188044967
29,230000,0.0008695652173913044,0,0,0.2629066423791897
53,260000,0.003180769230769231,1,0,0.37442270705082026
38,90000,0.9862,0,0,0.34558752811371823
29,320000,1.0,0,0,0.36469843175508204
47,280000,0.8256464285714286,0,0,0.2383762331891556
29,120000,0.7281333333333333,4,1,0.8307607827131043
27,400000,0.00035,1,0,0.30792408076385763
55,50000,0.50086,0,0,0.2776502909510607
23,10000,0.24,6,1,0.9530416278762165
26,70000,0.9985714285714286,0,0,0.36358115373371247
30,210000,0.31238095238095237,1,0,0.30100872421907626
39,140000,0.007192857142857143,0,0,0.34430860004727326
50,290000,0.003203448275862069,0,0,0.38421388767826686
32,30000,0.9430666666666667,0,0,0.3717041322802579
32,110000,0.5334454545454546,3,1,0.7115847447949263
54,20000,0.48885,3,0,0.5618680957805088
36,220000,0.6207090909090909,0,0,0.16482424776913152
36,180000,0.003788888888888889,0,0,0.35409392713094723
26,30000,0.8633,3,1,0.8472986613678308
31,50000,0.0,1,0,0.6542120095373911
29,150000,0.25783333333333336,0,0,0.30992134629871293
32,150000,0.20464666666666667,0,0,0.12166412922110713
30,140000,0.6001,5,0,0.7396057288942558
48,80000,0.993975,0,0,0.35670555151867717
33,200000,0.528875,0,0,0.18059035034688628
44,400000,0.011205,0,0,0.3249850034157465
28,130000,1.0,2,0,0.7607996698456921
22,50000,0.77208,0,0,0.3525074753149503
51,190000,0.4563842105263158,0,1,0.2559118200514219
40,470000,0.03668723404255319,0,1,0.3069779519665668
55,280000,0.008307142857142857,1,0,0.36195074141043576
26,460000,0.040734782608695654,0,0,0.10871320146724854
32,340000,0.49778235294117645,0,0,0.12975773951561617
27,110000,0.9413636363636364,0,0,0.21803981416866874
27,440000,0.05716818181818182,0,0,0.1184834964843371
23,90000,0.03822222222222222,0,0,0.17859400282809212
24,70000,0.9130285714285714,0,0,0.314614316068572
24,30000,0.2378,6,0,0.7933024990050562
49,120000,0.032525,0,0,0.4242799703273354
27,300000,0.042506666666666665,0,0,0.11205433841832518
25,60000,0.2718833333333333,0,0,0.24478430436434662
36,180000,0.0005555555555555556,0,1,0.31763669353404367
43,30000,0.5925,4,1,0.7732065747250406
35,360000,0.04388333333333334,0,0,0.10425488857350113
49,150000,0.10314666666666666,0,0,0.12488176519088888
28,70000,0.2905,0,0,0.2650245246448564
44,150000,0.4130066666666667,0,0,0.2514566919802903
33,440000,0.0,0,0,0.5612925823244156
52,500000,-1e-05,1,0,0.19109363778765098
29,260000,1.0,2,1,0.5890942032302595
29,360000,0.0,1,0,0.6594806555917957
28,140000,0.9491428571428572,0,0,0.23978579472953135
24,10000,0.4216,1,1,0.5799913568713084
32,200000,0.0129,0,0,0.2458916507913972
35,210000,0.6123571428571428,0,0,0.19974908906581645
27,20000,0.68735,2,1,0.8774057594613857
44,240000,0.0175875,0,0,0.30727179713599106
51,30000,0.8850333333333333,6,1,0.8508467915584039
38,450000,0.024382222222222222,0,0,0.13622160208937203
40,60000,0.40826666666666667,0,0,0.21789083359457576
30,100000,0.58335,0,0,0.2305707130007895
49,500000,0.025878,0,0,0.09054486904012435
51,50000,0.01272,0,0,0.30697710888437785
35,80000,0.0124625,0,0,0.2611754674623264
22,20000,0.28715,4,1,0.9142888578436764
43,500000,0.282646,0,0,0.13703204569511326
31,140000,0.5076142857142857,0,0,0.18616354006586108
29,500000,0.910084,0,0,0.2607303716433719
24,50000,0.86494,1,1,0.8637255523217487
60,170000,1.0,0,1,0.3757747136002882
44,220000,0.621990909090909,1,0,0.27150064888583864
33,70000,0.9137571428571428,6,1,0.9068105512776609
34,360000,0.339425,0,0,0.14610793754159498
29,430000,0.08089534883720931,0,0,0.16849415728771983
26,20000,1.0,3,0,0.5941094257099809
53,200000,0.00392,0,0,0.3352884712394244
35,200000,0.00996,0,0,0.2262305064451906
25,80000,0.9800125,0,0,0.28870304011210807
35,130000,0.5967538461538462,1,0,0.8101533206796782
49,150000,0.04225333333333333,0,0,0.22005778690222222
53,150000,0.1186,5,1,0.899647483120185
27,190000,0.02466315789473684,3,1,0.8781369146474153
36,450000,0.0,1,1,0.6593062632339772
31,80000,0.004875,0,0,0.5369466463586203
31,260000,0.31643846153846156,4,0,0.6821773544708668
34,80000,0.7802875,6,1,0.9179398110256313
39,500000,0.0,1,0,0.6648595388637992
43,260000,0.0002923076923076923,0,0,0.36112537908028886
30,260000,0.3619769230769231,1,1,0.8057076099656204
33,50000,0.49894,4,0,0.8303803143122837
46,360000,-2.2222222222222223e-05,1,0,0.5416287893396151
53,170000,-0.001176470588235294,0,0,0.3303100209850398
34,120000,0.0,1,0,0.41168122417528336
26,50000,0.1039,0,0,0.2771012891239513
40,50000,0.0093,3,1,0.7825484139295326
48,310000,0.09568387096774193,1,0,0.30145269117873297
27,50000,0.35082,0,0,0.3400211553516426
32,140000,0.8679142857142857,0,0,0.31019599292428557
28,100000,0.73073,2,1,0.8549131144320099
32,20000,0.9922,2,0,0.7050463692041977
27,120000,0.094825,1,1,0.6415122571387444
59,30000,0.939,0,0,0.29999409487060896
27,20000,1.0,1,1,0.5934386163192386
27,160000,0.0,1,1,0.4920669896486725
37,180000,-0.007105555555555556,1,0,0.3308674002306126
26,40000,0.5234,3,0,0.4886509630740323
34,80000,0.6125625,0,0,0.30501053255219085
31,120000,0.9476833333333333,4,0,0.7577576759412646
22,20000,0.124,0,1,0.4966903659983785
33,20000,0.91355,1,0,0.46267557387008396
52,100000,1.0,5,1,0.8089727930356153
45,500000,0.0,2,0,0.3950301121716164
29,80000,0.9786625,0,0,0.25970554618679637
41,150000,0.06454666666666667,0,0,0.3098188409068125
26,30000,0.9198,0,0,0.34264791456802884
34,120000,0.005416666666666667,3,1,0.7554287259903986
27,70000,0.3681857142857143,4,1,0.8848124279737861
32,150000,0.9423066666666666,0,0,0.23895371380942648
42,210000,0.0,1,0,0.3234979316689976
30,80000,1.0,2,0,0.7145696988217911
29,90000,0.9588222222222222,0,0,0.3145730397322675
22,20000,0.89035,0,0,0.3547574083331854
36,240000,0.0,1,0,0.3397686521239207
29,50000,0.60234,4,1,0.8816587096734597
28,250000,1.0,0,0,0.20305259268763018
31,280000,0.0,1,0,0.42561120433212823
40,10000,0.8286,0,0,0.45344494422422504
33,150000,0.3067066666666667,0,0,0.14409794000588755
47,330000,0.0,1,0,0.33239770603876295
30,240000,0.022308333333333333,0,1,0.22912150808663026
34,130000,0.32356153846153846,0,0,0.2701794788810092
37,450000,0.036131111111111114,0,0,0.14322107292491265
26,50000,0.01052,2,1,0.5764351125093227
24,70000,0.9726142857142858,0,0,0.3016861034301039
26,80000,0.418625,0,0,0.2284628573546824
24,50000,0.00472,0,0,0.3091604234792995
33,30000,0.9914,1,1,0.8483623411067505
23,50000,0.9605,0,0,0.3485174877681394
29,70000,0.9791428571428571,0,0,0.36017800565401437
33,50000,0.2944,0,1,0.40279805575197686
27,100000,0.53423,1,1,0.3809413412793961
24,200000,0.198615,0,0,0.17198050182190555
38,180000,0.022216666666666666,1,0,0.31946593556208347
38,240000,0.028816666666666668,0,1,0.2993486151306105
35,90000,0.38974444444444445,3,0,0.8463461427949143
33,50000,0.33852,0,0,0.3534969665893252
48,80000,0.933225,0,0,0.3225862336239824
43,210000,0.0,0,0,0.4196288816201855
41,350000,0.9975,0,0,0.4502299821895451
45,160000,0.82434375,0,1,0.33136122623612124
33,70000,0.9553428571428572,0,1,0.39820216700853023
33,140000,0.0,1,0,0.6156767458836191
47,80000,0.658625,0,0,0.25792523284909025
39,110000,1.0,4,1,0.909984626437944
25,50000,0.3471,0,0,0.2651574235038247
38,30000,0.9143,1,0,0.41166018572520924
27,30000,0.9464,1,0,0.34997927870578893
33,200000,0.40006,1,1,0.42538705055708886
28,290000,0.4613413793103448,0,0,0.12789926146548025
34,220000,0.13431363636363636,0,0,0.15413949050703696
28,180000,0.054738888888888886,0,0,0.16364416558404254
38,500000,0.148446,0,0,0.13260444060478574
39,210000,0.03394285714285714,0,0,0.2514870492460123
24,100000,1.0,4,1,0.882988117996333
23,100000,0.08002,0,0,0.2808181333503127
25,130000,1.0,2,1,0.8712852357622449
21,10000,0.9042,0,1,0.487438029511757
35,50000,0.0156,0,0,0.3161059643790784
37,240000,0.79895,0,0,0.22329731502796019
53,20000,0.61185,0,0,0.4460892209307266
38,20000,0.09625,0,0,0.3143926663519549
39,150000,0.00066,3,0,0.3603284352455765
36,230000,0.016834782608695652,3,0,0.5123014067700625
26,50000,0.99426,0,0,0.3588186878924652
35,300000,0.03637,0,0,0.15051334772608133
54,110000,0.002872727272727273,1,0,0.44951899066086215
33,230000,0.019708695652173914,0,0,0.35085521794040736
30,50000,0.0,1,0,0.20139499780585396
24,70000,0.9559285714285715,0,0,0.3232814362449991
27,360000,0.0,0,0,0.3247373613805544
32,110000,0.9832636363636363,0,0,0.22709855999305403
48,120000,0.9681916666666667,0,0,0.3198199615657742
45,200000,0.075635,0,1,0.3701777274640923
46,260000,0.03656538461538462,0,0,0.2784409712840178
47,290000,0.05339655172413793,0,0,0.15262324283416628
22,20000,0.87515,0,0,0.4116856642708906
22,50000,0.93374,0,1,0.3938700059799655
23,50000,0.67426,0,0,0.2718722144848344
23,60000,0.058616666666666664,0,0,0.2526706937196654
46,330000,0.022427272727272726,0,0,0.14663141682027828
23,60000,0.9807333333333333,2,0,0.4668680056423147
25,180000,0.7485166666666667,0,0,0.1795634781374852
28,80000,0.6692625,6,0,0.8130493997750647
32,450000,0.0,1,0,0.4829901212167569
36,150000,0.03502,0,0,0.3854720552075057
28,280000,0.0,1,0,0.3228419732014225
47,180000,0.37228333333333335,1,0,0.3311793393699549
54,380000,0.004289473684210526,0,0,0.1669852408711313
45,150000,0.0026,0,0,0.3898571224620501
52,280000,0.003164285714285714,0,0,0.40707786395201867
34,160000,0.1184875,0,0,0.14221625449024938
29,120000,0.9856416666666666,0,0,0.33105157906449323
34,330000,0.793860606060606,0,0,0.18637452520918338
49,210000,0.0,1,0,0.6558667067451932
27,200000,-0.00018,1,0,0.18467290834253045
27,340000,0.8280705882352941,0,0,0.2812574157271071
34,200000,0.004795,0,0,0.41301674538622324
34,160000,0.02976875,2,0,0.45866204793392135
48,500000,0.154922,0,0,0.10828476471235231
43,50000,0.56574,0,0,0.35489885213229366
23,170000,0.18936470588235293,0,0,0.164972489933069
29,260000,0.9035461538461539,2,0,0.4919296436850057
49,360000,0.0,1,1,0.677363066673525
29,400000,0.1026425,1,0,0.21929961174827636
32,380000,0.24159473684210525,0,0,0.10359457059920694
29,50000,0.14668,1,1,0.6520568598731366
40,130000,0.003,0,0,0.5441624209784477
24,110000,-0.011418181818181819,1,0,0.19182926497230665
23,50000,0.0,1,0,0.6570994370440671
26,190000,0.8171578947368421,0,0,0.19626039436412557
46,170000,0.016123529411764707,0,1,0.4417086493485109
25,210000,0.8535619047619047,0,0,0.28066168788260143
25,50000,0.92554,2,0,0.43558231944223325
45,20000,0.7032,1,1,0.8002270028241775
26,80000,0.4164875,0,1,0.3033028670070817
39,500000,0.008834,0,0,0.2272566137566108
31,250000,0.239512,2,1,0.49833990454585847
34,50000,0.13616,0,0,0.2211521937349042
38,300000,0.6046233333333333,3,0,0.4067557633583205
40,30000,0.9325,6,1,0.9021834490934849
34,50000,1.0,2,0,0.7031264894089088
35,180000,-0.00065,0,0,0.28435525527564764
28,50000,0.18028,0,0,0.2939806433664904
46,50000,0.12132,0,0,0.4848789789171424
40,190000,0.9698736842105263,1,0,0.5173238702833518
32,200000,0.0047,0,0,0.3444373522640112
26,140000,1.0,1,0,0.32771779081273583
47,10000,0.6817,2,1,0.6948556749541552
54,180000,0.49191666666666667,0,0,0.17475611018299456
29,170000,0.08505882352941177,0,0,0.3304534785416226
36,50000,0.0,1,0,0.5611366705092987
32,200000,0.046245,0,0,0.1322443337500096
42,170000,0.006382352941176471,0,1,0.5102717148310921
52,50000,0.11786,3,0,0.6682403491779675
24,230000,0.01026086956521739,0,0,0.2854539644582642
36,500000,0.042736,0,0,0.1607347059836382
25,50000,0.021,6,1,0.9453382044751403
38,80000,0.407025,0,0,0.29282557230458617
61,200000,0.0039,0,0,0.38828250699734446
34,360000,0.0,1,1,0.6657776285731792
41,140000,0.005571428571428572,1,0,0.6603963737156172
48,290000,1.0,2,1,0.5193685535373178
41,50000,0.96054,0,1,0.39420677401788745
38,10000,0.3213,0,0,0.4051360931480071
27,80000,0.0149375,1,0,0.3709841672235478
22,20000,0.92675,0,1,0.45236625505589845
37,150000,0.0008,0,0,0.44030123110738645
37,230000,0.039530434782608696,1,1,0.5542333483274876
24,60000,1.0,0,1,0.4707447946118414
26,360000,0.002011111111111111,0,0,0.40315079681488925
36,100000,0.46202,0,0,0.21243481400453187
33,30000,0.7822333333333333,0,0,0.39429494494511297
30,330000,0.47056060606060607,0,0,0.1977853662510542
24,20000,0.0316,1,0,0.5330472849185051
49,80000,0.5256625,6,0,0.7710723364894466
23,90000,0.44605555555555554,0,1,0.26603590884835804
23,20000,0.837,0,0,0.4001167614667673
61,230000,0.0,1,1,0.7693161186850623
28,160000,0.0218625,1,0,0.5388550717700682
36,200000,0.0125,0,0,0.3049464749209137
27,20000,0.09775,0,0,0.3809978407140925
35,170000,0.30121764705882353,0,0,0.13376956048715793
26,180000,0.02043888888888889,0,0,0.3186084414745002
29,50000,1.0,0,0,0.41293479351592965
40,360000,0.04594444444444445,0,0,0.2285419432632793
28,230000,0.0038043478260869567,0,0,0.3423973879943947
28,80000,0.9463625,4,1,0.6910798957101446
31,60000,1.0,6,1,0.8118909915267164
52,150000,0.0028,0,0,0.36301849598909036
52,120000,0.9752416666666667,0,0,0.24881657182752787
43,430000,0.048486046511627905,0,0,0.1963145885606599
32,360000,0.24755555555555556,0,0,0.11991695089289431
60,200000,0.00198,0,0,0.4926268501660194
26,50000,0.81918,1,0,0.39523041222395966
36,150000,0.46667333333333333,0,0,0.20587689683425478
46,20000,0.6073,0,0,0.40207202880153403
23,20000,0.27825,0,0,0.36227613612845305
24,50000,1.0,3,1,0.740519448481692
27,260000,0.07581923076923076,0,1,0.1558707237928167
30,230000,0.008143478260869565,0,1,0.3278846439152836
43,170000,0.11321764705882353,0,0,0.316276878673623
28,180000,-0.0006888888888888888,0,0,0.36048025795515803
38,30000,0.8057333333333333,3,0,0.7224382747951503
22,20000,0.8007,6,1,0.9000790097985845
50,260000,0.0025192307692307693,1,1,0.6859005381569832
30,180000,0.009611111111111112,0,0,0.2420348575589854
32,230000,0.24895217391304347,0,1,0.1466521361515295
43,120000,0.39074166666666665,0,0,0.19932820391756045
63,280000,0.0,0,0,0.6023663358662132
29,270000,0.5562407407407407,0,0,0.1571774016830578
